MED_DIRECTIONS,FREQUENCY
1 by mouth daily as directed,55
6.25 MG orally every 12 hours,55
2 tablets by mouth every morning for five days,55
one 20 mg tablet by mouth daily,55
500mg takes 1 tablet by mouth twice daily,55
(Also Known As Diovan) 1 tablet by mouth every morning,55
ER 30mg 1 tablet by mouth daily,55
? mg po once daily,55
inhaler 2 puffs every 4 hours as needed with spacer,55
40mEq by mouth daily,55
500mg one capsule by mouth daily,55
50 mg take once daily,55
(Also Known As Cymbalta) 1 capsule by mouth daily for 14 days,55
500mg po bid prn,55
750mg 1 po daily,55
400 mg 3 times daily,55
10/325mg 1 tablet by mouth every 6 hours as needed,55
0.1 % eye drops 1 drop in eyes as directed twice a day as needed,55
1mg 1 tab po prn,55
0.5 mg 1 tab by mouth twice daily,55
400 mg IM monthly,55
50 mg 2 tabs daily,55
24mcg twice daily,55
75mg  1 tablet by mouth daily,55
10mg tablet once daily as needed,55
1-2 puffs PRN SOB,55
6.25 MG orally twice daily,55
90mcg 2 puffs by mouth as needed,55
5 milliliters (625 mg) by mouth daily,55
(Also Known As Ativan) 1 tablet by mouth four times a day,55
325mg by mouth three times a day,55
30 mL by mouth twice daily,55
2.5 mg po once daily ,55
(Also Known As Namenda) 1 tablet by mouth every 12 hours,55
1-4 tablets by mouth daily,55
Requesting a Functional Behavior Assessment through the school system in order to identify functions of behavior and to develop a Behavior Intervention Plan that can be put into the Individualized Education Plan (IEP).,55
25 mg 1 tab daily by mouth,55
"50,000 units once monthly",55
40 MG TABLET AT BEDTIME,55
1000 mg orally every 8 hours prn,55
100 mg by mouth bid,55
via nebulizer as directed,55
1 tablet by mouth every 6 hours as needed for nausea/migraine,55
2 tablets by mouth every evening at bedtime for 7 days as needed for constipation,55
inhale 2 puffs (180 mcg) by inhalation route every 4-6 hours as needed,55
0.2mg at bedtime,55
(Also Known As Aygestin) 0.5 tablet by mouth daily,55
0.5 tablet by mouth twice a day for 3 days,55
1.5 tablets by mouth every evening at bedtime for 30 day(s),55
5 milliliters (160 mg) by mouth every 6 hours for 3 days as needed for pain,55
2.5 milliliters (250 mg) by mouth twice a day,55
1 tablet by mouth q6h prn,55
(Also Known As Imitrex) 1 spray in the nose at the first sign of symptoms as needed for headache,55
1 tablet by mouth 4 times daily,55
(Also Known As Astelin) 2 sprays in each nostril twice a day as needed for allergy,55
300mg orally every 6 hours,55
20 mg orally once daily as needed,55
"81mg tablet, 1 tablet by mouth daily",55
0.5mg 1 by mouth as needed,55
Applt to area twice a day as directed.,55
 1 tab daily by mouth ,55
1 spray per nostril once daily,55
1 tablet by mouth three times a day as needed for breakthrough pain,55
off the shelf night time adjustable(progressive static) brace for ankle dorsiflexion.,55
1 mg take one tablet a day,55
Inhale 1 puff 2 (Two) Times a Day.,55
300mg one pill by mouth daily,55
50 mg tablet (Also Known As Ultram) 1 tablet by mouth every 6 hours as needed for pain,55
200mg 2 by mouth as needed,55
1 patch every 3 days,55
3 times per week,55
650mg by mouth every 6 hours as needed for pain,55
75mg one tab po daily,55
1 drop in each eye,55
(Also Known As Hiprex) 1 tablet by mouth twice a day,55
daily in the morning,55
(Also Known As Vitamin D2) 1 capsule by mouth every week for 3 months,55
18mcg inhalation once daily,55
5000 mg one tablet by mouth daily,55
20 mg by mouth twice daily as needed,55
(Also Known As Zantac) 1 tablet by mouth daily as needed,55
75mg by mouth three times daily,55
4 milliliters by mouth every 4 hours for 10 days as needed for pain,55
(Also Known As Klonopin) 1 tablet by mouth every evening at bedtime as needed for anxiety,55
1mg one po daily,55
"40 mg in tube once daily, in the morning",55
10mg by mouth nightly as needed,55
20mg one tab twice daily,55
80 mg one tablet by mouth per day at bedtime,55
25mg po at night,55
10 mg 1 by mouth at bedtime,55
nebulized every four hours as needed,55
(Also Known As Lipitor) 0.5 tablet by mouth every evening,55
300MG (Oral Capsule) Oral daily,55
1 tablet by mouth every 6 hours for 2 day(s) as needed for nausea,55
"2 puffs inhaled every 4 hours if needed for cough, wheeze",55
5.5 milliliters (176 mg) by mouth every 6 hours as needed for fever/pain,55
(Also Known As DuoNeb) 3 milliliters using a nebulizer every 6 hours as needed for shortness of breath,55
(Also Known As Zofran (as hydrochloride)) 2 milliliters (1.6 mg) by mouth every 8 hours for 2 day(s),55
5mg 1 capsule by mouth daily ,55
600 mg take one tablet twice a day,55
37.5mg oral daily,55
(Also Known As Valtrex) 2 tablets by mouth every 12 hours for 1 day as needed for cold sore,55
200 mg two tablets by mouth daily,55
150 mg by mouth daily as needed,55
(Also Known As Calcium 500 + D) 1 tablet by mouth daily,55
(Also Known As Mysoline) 2 tablets by mouth twice a day,55
1% apply twice daily,55
9 milliliters (180 mg) by mouth every 6 hours as needed for fever,55
30mg 1 tab po qd ,55
20mg Twice Per day ,55
(Also Known As Alphagan P) 1 drop in the left eye three times a day,55
place 1 tablet (0.4 mg) by buccal route every 5 minutes until relief is obtained not to exceed 3 tablets in a 15-minute period,55
0.5 mg 1 tablet daily,55
by mouth 4 times daily ,55
"SPRAY 1 SPRAY (5 MG) BY INTRANASAL ROUTE ONCE; IF HEADACHE RETURNS, THE DOSE MAY BE REPEATED AFTER 2 HRS, NOT TO EXCEED 10 MG IN 24 HOURS",55
1mg 1 tab by mouth daily as needed,55
8 tablets by mouth daily,55
one to two puffs as needed,55
take 1 tablet (150 mg) by oral route once; may repeat in 72h if symptoms not improved,55
(Also Known As Pyridium) 1 tablet by mouth three times a day for 3 days as needed for urinary burning,55
"20 mg Cap, Delayed Release (Also Known As Prilosec) 1 capsule by mouth every morning ",55
81 mg Take 1 tablet daily,55
0.5 milliliter (0.5 mg) by mouth every 6 hours for 3 days as needed for pain,55
(Also Known As Pyridium) 1 tablet by mouth three times a day for 2 days as needed for dysuria,55
60 mg orally every 6 hours as needed for pain,55
20 mg- Once daily by mouth,55
10 meq one tablet daily,55
"50,000 IU one by mouth per week",55
50mg tab by mouth as needed,55
5/325mg orally as needed,55
(Also Known As Zofran ODT) 1 tablet by mouth twice a day for 3 days as needed for nausea,55
1 wafer by mouth every week for 12 weeks,55
(Also Known As Sarafem) 0.5 tablet by mouth daily,55
Apply to affected areas at bedtime,55
"test BG 6x a day, 90 day supply",55
12.5mg orally twice daily with meals,55
40 mg 2 tabs by mouth daily,55
1 capsule by mouth every 6 hours for 7 days as needed for headache,55
apply to affected area twice per day,55
400 mg one tab by mouth twice daily,55
(Also Known As Valcyte) 1 tablet by mouth daily,55
"50,000iu by mouth once a week",55
250mg  1 tab by mouth twice daily,55
(Also Known As Acular) 1 drop in the left eye three times a day for 30 days,55
300mg 1 po at bedtime,55
"place 2 tablets (8 mg) on top of the tongue where they will dissolve, then swallow by translingual route every 8 hours",55
(Also Known As Norvasc) 1 tablet by mouth every 12 hours,55
2 milliliters (50 mg) by mouth twice a day for 10 days,55
"500mg,1 by mouth twice a day.",55
(Also Known As CellCept) 1 tablet by mouth daily,55
injections once a week,55
2.5mg Take one tablet daily,55
apply thin layer to face twice daily ,55
10meq PO twice daily,55
(Also Known As Crestor) 1 tablet by mouth daily for 90 day(s),55
35mg 1 tablet by mouth weekly,55
9.5 milliliters (760 mg) by mouth twice a day for 10 days,55
(Also Known As Lamictal XR) 2 tablets by mouth every morning and 1 tablet by mouth every evening,55
500mg by mouth at night,55
20 mg  once daily,55
40 mg tablet 1 tab by mouth once daily,55
100 mg in tube every 8 hours,54
10mg. 1 tablet by mouth daily,54
(Also Known As Zofran) 1 tablet by mouth three times a day for 10 days as needed for nausea,54
600 mg 1 tab twice daily,54
0.25mg one tablet by mouth daily,54
one ml to scalp twice a day,54
for use with weekly methotrexate injections,54
(Tapazole) 1 tablet by mouth daily,54
7.5/500mg every 4 hours as needed,54
150 mg every 6 hours as needed,54
2 puffs from the inhaler every 6 hours for 2 days,54
400 mg one by mouth twice a day,54
37.5-25mg po daily,54
1 MG IV every 3 hours as needed,54
20 units subcutaneously before each meal,54
5mg po twice a day,54
100mg take twice daily ,54
"1/2 to 1 capful mixed in 4-6 oz of water or juice twice a day with a goal of soft, daily stools",54
Take 10 mg by mouth every morning.,54
50mgm 1 by mouth daily,54
40mg 1tab po daily,54
40mg by mouth bid,54
15mg by mouth  daily,54
12.5 mg 1 po daily ,54
2 tablets by mouth daily for 10 day(s),54
1 - 2 tablets by mouth every evening at bedtime as needed for insomnia,54
25MG ONE TABLET ONCE DAILY,54
400mg  1 tab by mouth daily,54
use to inject insulin once daily as directed,54
5-10 milliliters by mouth three times a day for 7 days,54
30mg 1 tab daily po,54
3x a day by mouth ,54
Apply to affected areas,54
250 MG orally every 4 hours as needed,54
10-325mg 1 tablet by mouth every 6 hours as needed for pain,54
75mg 1 tab by mouth once daily,54
50 mg twice per day,54
(Also Known As Pravachol) 2 tablets by mouth every evening at bedtime,54
(Also Known As Zofran (as hydrochloride)) 1 tablet by mouth every 6 hours for 14 days as needed for nausea,54
160mg tablet by mouth daily,54
"2.5 mg orally once daily, at bedtime, as needed",54
"apply to the affected area(s), lather, leave in place for 10 minutes and then rinse off with water by topical route once daily for 7 days",54
(Also Known As Trileptal) 7 milliliters (420 mg) by mouth twice a day,54
1 drop in each affected ear twice a day for 7 days,54
(Also Known As Flomax) 1 tablet by mouth every evening at bedtime,54
1 capsule by mouth  daily,54
2 tablets by mouth four times a day as needed,54
0.3 mg orally three times daily,54
One tablet now. Repeat in one week,54
1 tablet everyday,54
by mouth three times a week,54
daily as needed for pain ,54
81 MG orally at bedtime,54
(Also Known As Naprosyn) 1 tablet by mouth twice a day for 10 days as needed,54
25mg by  mouth daily,54
by mouth 4 times a day,54
(Also Known As Lunesta) 1 tablet by mouth daily,54
5/40mg by mouth daily,54
800mg 1 tab by mouth twice daily,54
(Also Known As Percocet) 1 tablet by mouth every 6 hours for 7 day(s) as needed for pain,54
(Also Known As Naprosyn) 1 tablet by mouth twice a day for 3 days as needed for pain,54
1 spray to each nostril twice daily,54
1 spray per nostril daily as needed,54
8 milliliters (400 mg) by mouth twice a day for 7 days,54
1 milliliter (50 mg) subcutaneously every week for 28 days,54
40 mg - 1 tab by mouth daily,54
12.5 mg tablet twice daily,54
25 MG in tube once daily,54
100 mg capsules by mouth twice a day as needed for constipation,54
"25 mg tablet, take 1 tablet by mouth daily",54
1 pen (40 mg) subQ every other week.,54
50mg one tablet by mouth every day,54
10 mg every evening for until discontinued,54
10000mcg by mouth daily,54
5mg take one tablet once a day,54
bcp daily by mouth,54
1 tablet by mouth every evening at bedtime for 15 days,54
1000 international unit 1 tablet by mouth daily,54
(Ambien) 1 tablet by mouth every evening as needed for insomnia,54
20 mg 1 cap by mouth daily,54
60 units subcutaneously daily via insulin pump,54
1ml by mouth twice daily,54
2000mg IV every 6 hours,54
300 mg tablet daily,54
(Minocin) 1 capsule by mouth twice a day,54
Take 1 capsule (100 mg total) by mouth 2 (two) times a day for 7 days.,54
500 mg tablet by mouth two times daily,54
4 drops in each affected ear four times a day for 7 day(s),54
17g by mouth daily,54
100MG 1 TABLET BY MOUTH EVERY DAY,54
275 mg every 6 hours as needed for until discontinued,54
5 mg by mouth every other day,54
by mouth daily by mouth,54
1 capsule by mouth every morning then 2 capsules by mouth every evening at bedtime,54
??mg 1 tab by mouth daily,54
"25mg oral, daily ",54
10mg 1 tab by mouth three times daily as needed,54
25 mg  1 tab by mouth daily,54
10 milliliters by mouth every 4 hours for 3 days as needed for pain,54
325mg one tab po daily,54
(Also Known As Ativan) 1 tablet by mouth every 4 hours for 3 days as needed for anxiety,54
by mouth as needed for migraine,54
600 mg orally every 6 hours as needed prn cramping; do not administer within 6hrs of pt receiving toradol/ketorolac.,54
5 mg once daily po,54
10mg PO at bedtime as needed,54
(Augmentin) 1 tablet by mouth twice a day for twenty-one days,54
20meq 1 by mouth daily,54
70 units subcutaneously twice a day,54
?mg po as needed,54
4 mg 1 tab po daily,54
100mg 2 capsules by mouth twice daily,54
1 teaspoon by mouth twice daily,54
10 milliliters by mouth twice a day for ten days,54
324 mg by mouth daily,54
2 capsules by mouth every week,54
1200mg tablet orally daily,54
5 milliliters by mouth every 6 hours for 14 days,54
40 mg every 12 hours,54
"50mg, one tablet daily by mouth",54
1-2 tablets by mouth every 6 hours as needed for moderate-severe pain,54
nasal spray as directed as needed,54
one packet as needed,54
x mg take one tablet twice daily,54
(Also Known As Eldepryl) 1 capsule by mouth twice a day,54
1000mg po twice a day,54
three times per week,54
one to two tablets by mouth as needed and directed,54
30MG ONCE AT BEDTIME,54
20 mg every 24 hours,54
2000mcg 1 tablet by mouth daily,54
"Portable suction machine with Yanker suction x3, 12-14 French suction catheters x3 with refills as needed. Include car adapter if available.",54
15 milliliters (225 mg) by mouth every 8 hours for 10 days,54
(Also Known As Cipro) 1 tablet by mouth twice a day for 9 days,54
(Also Known As Neurontin) 2 capsules by mouth three times a day for 14 days,54
1000mcg tablet orally daily,54
(Also Known As Augmentin) 1 tablet by mouth twice a day for 8 days,54
10 ml in tube every 4 hours as needed,54
6 units subcutaneously daily,54
Take 2 capsules by mouth daily.,54
apply as directed twice daily,54
2 tablets by mouth daily for 14 days as needed,54
0.9mg by mouth daily,54
10mg 1 tab by mouth once a day,54
1000 mg tablet take one tablet by mouth daily,54
(Biaxin) 1 tablet by mouth twice a day for fourteen days,54
500mg 2x daily by mouth ,54
6 tabs by mouth daily,54
Use with scleral lenses,54
180mg orally once daily,54
112 mcg 1 tablet by mouth once daily,54
40mg Capsules take one capsule by mouth twice daily,54
15mg po as needed,54
180 MG orally every 6 hours as needed for pain or fever,54
200 mg tablet daily ,54
30 mg tab by mouth daily,54
(Also Known As Atrovent) 2 sprays in each nostril four times a day,54
(Also Known As Augmentin ES-600) 2.5 milliliters by mouth twice a day for 10 days,54
sliding scale twice daily,54
10mg 1 tablet by mouth in the evening ,54
17 g by mouth 1 time a day,54
500mg twice po daily,54
(Also Known As Risperdal) 0.5 tablet by mouth every evening at bedtime,54
25mg by mouth every evening,54
600mg po 1 tab. daily,54
500 mg 1 tab as needed,54
(Also Known As Zantac) 2.5 milliliters (37.5 mg) by mouth twice a day,54
25mg tab once daily,54
(Also Known As Xanax) 1 tablet by mouth twice a day for 30 day(s) as needed for anxiety,54
30 units at night ,54
10 milliliters (200 mg) by mouth every 6 hours for 7 days as needed for fever,54
1 injection intramuscularly at the first sign of symptoms as needed for allergy,54
